date,open,high,low,close
20230327,2423.94,2423.94,2395.97,2409.22
20230328,2418.69,2434.94,2415.34,2434.94
20230329,2432.63,2443.95,2428.61,2443.92
20230330,2452.97,2462.7,2439.43,2453.16
20230331,2459.94,2481.24,2456.54,2476.86
20230403,2485.81,2485.81,2467.59,2472.34
20230404,2475.87,2489.71,2472.79,2480.51
20230405,2482.61,2497.61,2478.67,2495.21
20230406,2488.0,2488.0,2458.5,2459.23
20230407,2478.64,2493.06,2473.89,2490.41
20230410,2491.68,2519.99,2490.17,2512.08
20230411,2523.33,2550.97,2514.42,2547.86
20230412,2546.36,2561.37,2536.23,2550.64
20230413,2534.71,2561.66,2531.07,2561.66
20230414,2580.1,2581.74,2560.53,2571.49
20230417,2570.3,2577.08,2561.14,2575.91
20230418,2582.23,2582.23,2557.19,2571.09
20230419,2570.06,2582.11,2568.46,2575.08
20230420,2566.06,2573.94,2552.06,2563.11
20230421,2556.7,2559.44,2532.32,2544.4
20230424,2538.36,2541.89,2518.73,2523.5
20230425,2531.35,2531.35,2472.33,2489.02
20230426,2489.49,2498.56,2481.38,2484.83
20230427,2484.31,2499.01,2465.83,2495.81
20230428,2511.79,2517.13,2489.58,2501.53
20230502,2504.01,2524.42,2503.21,2524.39
20230503,2510.19,2514.37,2497.83,2501.4
20230504,2494.82,2502.14,2486.09,2500.94
20230508,2518.53,2525.84,2511.13,2513.21
20230509,2512.34,2514.81,2495.63,2510.06
20230510,2505.96,2510.13,2488.42,2496.51
20230511,2505.57,2513.82,2490.08,2491.0
20230512,2487.35,2487.35,2472.45,2475.42
20230515,2469.8,2479.35,2455.99,2479.35
20230516,2494.4,2498.54,2474.9,2480.24
20230517,2479.65,2498.37,2475.02,2494.66
20230518,2511.09,2515.4,2500.01,2515.4
20230519,2530.83,2538.31,2524.89,2537.79
20230522,2540.03,2564.09,2533.5,2557.08
20230523,2565.8,2577.32,2561.1,2567.55
20230524,2557.11,2572.21,2555.04,2567.45
20230525,2570.64,2575.05,2551.49,2554.69
20230526,2561.94,2567.5,2553.79,2558.81
20230530,2582.41,2586.22,2574.82,2585.52
20230531,2586.03,2596.31,2575.98,2577.12
20230601,2572.56,2580.15,2565.0,2569.17
20230602,2586.27,2601.38,2583.88,2601.36
20230605,2617.43,2618.62,2608.01,2615.41
20230607,2623.46,2629.92,2613.68,2615.6
20230608,2609.21,2612.39,2595.33,2610.85
20230609,2624.15,2644.7,2618.45,2641.16
20230612,2647.49,2650.45,2623.43,2629.35
20230613,2644.43,2645.62,2633.52,2637.95
20230614,2640.81,2642.86,2614.25,2619.08
20230615,2629.24,2634.22,2602.52,2608.54
20230616,2623.57,2625.79,2612.21,2625.79
20230619,2618.06,2619.44,2600.49,2609.5
20230620,2602.83,2610.03,2596.82,2604.91
20230621,2599.19,2600.97,2579.52,2582.63
20230622,2575.65,2597.76,2575.65,2593.7
20230623,2599.04,2600.81,2568.07,2570.1
20230626,2568.65,2585.31,2562.03,2582.2
20230627,2581.02,2582.0,2568.52,2581.39
20230628,2590.52,2590.52,2559.46,2564.19
20230629,2564.02,2577.69,2550.02,2550.02
20230630,2558.43,2571.03,2541.72,2564.28
20230703,2580.89,2604.63,2580.49,2602.47
20230704,2604.72,2607.66,2591.86,2593.31
